"","group","subject","activity","bod_acc_x_mean","bod_acc_x_sd","bod_acc_y_mean","bod_acc_y_sd","bod_acc_z_mean","bod_acc_z_sd","bod_gyro_x_mean","bod_gyro_x_sd","bod_gyro_y_mean","bod_gyro_y_sd","bod_gyro_z_mean","bod_gyro_z_sd","tot_acc_x_mean","tot_acc_x_sd","tot_acc_y_mean","tot_acc_y_sd","tot_acc_z_mean","tot_acc_z_sd"
"16","train",3,"SITTING",-0.00419954746515084,0.010776827205671,0.0071518143813936,0.0259899018815988,0.00328679500347386,0.0252896169074935,-0.0112021383501723,0.0313891816726584,-0.000407067605547776,0.0437735657561337,0.00339847371174669,0.0375807812027577,0.968779063626803,0.00930433313233061,0.152350318292488,0.0181267021772493,0.134381290148437,0.0184584386753835
"17","train",3,"STANDING",0.000509173695485272,0.0121642232387079,0.00146889766758248,0.0198311066445907,0.00220862876287923,0.0188551804982564,0.00310670472657787,0.088343828747792,0.00714678968143955,0.0570006900183033,-0.00876620069872387,0.044116031708139,0.99748475908043,0.0113335594552976,-0.281830209503074,0.0172605277320231,0.0210195001860451,0.013261555122171
"18","train",3,"LAYING",-0.000424302075489919,0.0069627963249148,-0.000953314750890121,0.00808512388029387,0.00231474892565257,0.0094307102642209,0.00707281137663609,0.0236830078826166,0.00112362553571447,0.0192468471901267,0.0228672015564589,0.0197042330619756,0.164311857283266,0.00628277591777425,0.853079137071573,0.00688589343119974,0.477050918220766,0.00821881322098767
"19","test",4,"WALKING",0.000207368155971354,0.183167271988673,0.00120543976572526,0.159172939732102,-0.00102254446784505,0.0774081117090617,-0.00425263819567708,0.43609509206779,0.000744455540416667,0.25810065431022,-0.00255156665798958,0.16572741495736,1.01767012106771,0.182967619206943,-0.0664847311506146,0.158576805378275,0.11900994170319,0.0763632432602249
"20","test",4,"WALKING_UPSTAIRS",-0.00138054912814002,0.259986027161543,-0.00778496399770733,0.160914288623307,-0.00195291145792818,0.115844178763332,0.0691595651582091,0.476565628686856,-0.0052408352585637,0.345661516659381,-0.000866329750922476,0.311879816060369,1.00353952916166,0.25896863980188,-0.222379972014313,0.158228839228618,0.0752361516597686,0.111731819025196
"21","test",4,"WALKING_DOWNSTAIRS",0.000492442967631945,0.32976141419681,0.00384790223680556,0.135081152005172,0.000505458824418403,0.0967566903958684,-0.0775202392881701,0.54982544187443,0.00177744337545139,0.232074461455284,-0.0119804035823299,0.245265815582836,1.00645038331597,0.328921245390956,-0.0401034840629549,0.13321627535609,0.141126709542694,0.0951986217111791
"22","test",4,"SITTING",-0.00124420927322266,0.00774109243390318,0.00523206258104813,0.0203083913470607,0.000803732618706563,0.0151263779048336,-0.0224510501899384,0.0273814679778114,-0.00681333953868094,0.0337975008574782,0.00655809741564375,0.0369509306481166,0.94924790875,0.00612226257202871,0.23464342302567,0.0140342603392752,0.10349738955,0.0115798583253786
"23","test",4,"STANDING",0.000602576299563616,0.00883322822655474,0.00401202160235073,0.0252800449849325,0.00401368576647573,0.0214631482048552,-0.00306316049434152,0.0802670104548737,0.00565024138079074,0.040729655743996,-0.00476632015512165,0.0455979688487997,1.01254772522321,0.00653424836748286,-0.0537375759124581,0.016664099470092,0.162499902231585,0.0147437946551722
"24","test",4,"LAYING",-0.00288854068113092,0.0160414898942018,0.00111981931737066,0.0116271112028524,-0.000786379090290509,0.00968037308105822,0.0190214931005991,0.0250476947868977,-0.0084309319287338,0.031793748026549,0.0369065337980098,0.0203916618925301,0.0353230278877633,0.0071518043670984,0.933186772265625,0.00893806837411973,0.329320376856192,0.00839810076374928
"25","train",5,"WALKING",5.49378844977676e-05,0.230479867282827,-7.70382653041294e-05,0.185615752217533,0.000186927531498326,0.100696186189377,-0.0218822389265346,0.444880312955788,0.00240460003061942,0.381359949475552,-0.00211967320304129,0.332440207652484,1.02361758344029,0.230158022184977,-0.0823350773042439,0.184898681916087,-0.00290405617793527,0.0993264483296125
"26","train",5,"WALKING_UPSTAIRS",-0.00187869311153923,0.311387595824848,-0.00807163455256981,0.204255270437969,0.000276225530490359,0.127137485889273,0.0693004434081749,0.486607137894935,-0.0193492855700133,0.430403831335506,-0.0194246224910971,0.357824845765346,0.996363551230053,0.310715749009381,-0.255623305961074,0.201384201209044,-0.028050900172624,0.122836482660659
"27","train",5,"WALKING_DOWNSTAIRS",0.00329073173105053,0.416048727692502,0.00453025937907247,0.188201949201096,0.00263866356910572,0.124505240908243,-0.0418930660643118,0.469507979882043,0.00160677536985372,0.453427111953539,-0.00251249345378989,0.376321100388065,1.01555522849069,0.415284924255764,-0.0380953557705402,0.186593931300968,0.0184175191433178,0.122001709272199
"28","train",5,"SITTING",-0.000799927948313565,0.00756578693888686,0.00379606698153494,0.0179515914990594,-7.68573316132813e-05,0.0162080881423355,-0.0150170975953089,0.0309626756757647,-0.00415780967778871,0.0400823710430612,-0.00174351690017862,0.0307217600825366,0.957774516335227,0.00699640643533658,0.19008484661021,0.0116022816107844,0.134935048800579,0.0136619234488429
"29","train",5,"STANDING",0.0010239383253571,0.0115773408596047,0.00531539694492441,0.0239546373817083,0.00202714877355748,0.0263913532945472,-0.00474039744339171,0.0796976481878311,0.0105432355825085,0.0523694236814779,-0.00762946506118192,0.0468164417644049,1.01579150722656,0.00941230298424617,-0.0152903085198521,0.017450663309227,0.13274609976423,0.01932362615872
"30","train",5,"LAYING",0.000156324978158323,0.0122592262168989,-0.000611612398061599,0.00690587219012512,0.000122237646045373,0.00866567601539999,0.0059626190485652,0.0194260448258964,-0.00249746454457151,0.0191446712965212,0.0325576263695337,0.0211214628465932,-0.00604921518210246,0.00592278747602087,0.971130498046875,0.00570620377319326,0.253687903320312,0.00702111908831289
"31","train",6,"WALKING",0.00125361086125,0.230064257754852,0.000127318237214912,0.200618490850964,-0.000659203091705044,0.0922505075192306,0.00223314137040214,0.483700188895081,-4.82396223917217e-05,0.513719562617937,-0.00108519217804276,0.300808660188705,1.01452100722314,0.229798245216759,-0.196241246037771,0.199909941273987,0.0264318847108882,0.0909508877605126
"32","train",6,"WALKING_UPSTAIRS",-0.0019261144401348,0.309957628332646,-0.0052998792535386,0.204954277769554,-0.00455037321912377,0.119247348467984,-0.0506039534477022,0.590851128584153,0.0101320629135386,0.525208660123754,-0.00881170021187194,0.397257329357853,0.979916172717525,0.309367269979699,-0.327547300657816,0.20301956579934,-0.0282167908499571,0.116562259431458
"33","train",6,"WALKING_DOWNSTAIRS",-0.000109326533723959,0.451277098187641,-0.00125814180607747,0.234116357932151,0.000362807785319011,0.125349449226741,-0.0705534005924528,0.700431770107449,0.0181325248358073,0.623370858947462,0.00029585718042806,0.440995772943027,0.992269862272135,0.450474923427496,-0.196979003445431,0.233057876430917,-0.00818824529071615,0.123885349249209
"34","train",6,"SITTING",-0.000164303442534574,0.00782545590040167,0.00133593051146449,0.014632485867418,-0.000601249092201847,0.0162627142501405,-0.00986933461181477,0.0386310111056576,-0.0070292750622625,0.0444417006159454,-0.000397531556147728,0.0312943350538875,0.995865136292614,0.00735729740904794,0.0875683546110511,0.0121629800400432,0.0621952512698182,0.0137174079219602
"35","train",6,"STANDING",0.000570943425822643,0.00732772309401325,-0.000516896070582538,0.0151452568642759,-0.00127682976054825,0.0163220794306515,-0.000595121130686678,0.0472916783417083,0.00693360656300164,0.0458516853099017,-0.0042459084296546,0.0274197019556113,1.00469519339364,0.00656758671035919,-0.212422030978618,0.0130524971564861,0.00687761351623903,0.0135315818445923
"36","train",6,"LAYING",-0.00595969921535033,0.0225115021645562,0.0036113954618687,0.0144964343486979,-0.00819638475029276,0.0164194575554023,0.0203323996502719,0.0402907625327043,-0.0148446252517996,0.0447829905232494,0.0410587608178561,0.0314309356206405,-0.00738397814703673,0.0110514267601098,0.97705482709704,0.0106489385810658,0.159108685249959,0.0128271942640746
"37","test",7,"WALKING",-0.000408617679499726,0.220022479501684,-0.000794905071299342,0.159440648083633,-0.000860403936493969,0.211768150848909,0.0309025443534814,0.434288417540814,-0.00423138748870614,0.591261335486017,-0.00983538524273602,0.294679107097228,0.994824180523575,0.219763733592462,-0.141635712329906,0.158972228285602,-0.16445306385065,0.211207746051684
"38","test",7,"WALKING_UPSTAIRS",-0.00594931173813572,0.230278928386646,-0.0054684374507935,0.116997878521678,-0.0117145493605545,0.156589458383121,-0.114586175367947,0.555315972773453,0.0324478559844669,0.32892780343528,0.0234060600657062,0.316798394560641,0.908788687760417,0.229630816563362,-0.228059991820695,0.114143193581523,-0.413866327372871,0.154987666072225
"39","test",7,"WALKING_DOWNSTAIRS",0.000562871270169548,0.347795973004188,0.000264835219983378,0.148635109518599,0.00375575008317819,0.171122337600335,-0.0801716179116689,0.516810463157954,0.0111166523174518,0.544019132255339,0.0135264277679521,0.291757856785553,0.994421674534575,0.347293906881879,-0.111387487697103,0.147493705980888,-0.154027646153391,0.169830371334102
"40","test",7,"SITTING",0.00146294111619303,0.0101439091011893,0.00132553769937874,0.0170712254504174,-0.00467661627993853,0.0286015823314477,-0.0226516064794125,0.0520161493097264,0.0183881838722669,0.0444551902445202,-0.0267258621508739,0.0325678146298683,1.02256651668294,0.00511966179362361,0.0254619467905697,0.0111090841061597,0.0536402905907324,0.0149355755257393
"41","test",7,"STANDING",0.00106085732987235,0.00812253078991937,0.00134491413118956,0.0148065497154944,0.00281774091612795,0.0178299737198291,-0.0015298408928352,0.0491281946225626,-0.00139703185049587,0.0405791512898814,-0.000543630772416126,0.0255967270335927,1.01479589097877,0.00729058459288474,-0.0980582463298939,0.0115670371213151,-0.0534716677109375,0.0130941270627709
"42","test",7,"LAYING",-0.00564642044646875,0.0217552070670062,-0.00173246452809381,0.0141583663768431,0.00229474419698528,0.0113677911067544,0.0256274303984285,0.035934758794856,-0.0267583634335763,0.0440084050165486,0.0307986239309543,0.0235496030363504,-0.0255320237756331,0.0119597268668188,0.409271407271635,0.00936066461945476,0.88862998608774,0.00824484168036999
"43","train",8,"WALKING",-0.000595461750553385,0.269704066622018,-0.000799741181819661,0.237613793341739,0.000348690187060547,0.157125488131796,0.0527882514470052,0.698682915922345,-0.00968562202003581,0.605219854370365,-0.0156530862346419,0.450249466383471,0.981214367073568,0.269331287138675,-0.199572612560449,0.236252596307952,-0.188225723926318,0.156308346743766
"44","train",8,"WALKING_UPSTAIRS",-0.0038528055909032,0.270450521833024,-0.00582385522955793,0.232314311110599,-0.00225109782014101,0.204575562548715,0.227287981474272,0.552585470748403,-0.0586336703780272,0.715567505797074,-0.0702777340204078,0.649672977543095,0.940320875685976,0.269360097652044,-0.278742426824657,0.230077352589835,-0.196760307553296,0.199492378785857
"45","train",8,"WALKING_DOWNSTAIRS",0.00121759228741365,0.334006505036717,-0.00208111627527755,0.231635658783344,0.000234377669880756,0.207020227507452,-0.0964463194692434,0.648296091076282,0.0109547679856086,0.786932586487579,0.0123089008618627,0.423788773772238,0.983336573478618,0.33350850196849,-0.171399217619398,0.230123609225483,-0.144658027215687,0.205366088214862
"46","train",8,"SITTING",-0.00207817826619327,0.00819861245200501,0.00546156779540133,0.013993370705517,0.00127068462363179,0.0137914503878992,-0.027913265940465,0.0150039269952405,-0.0095579078672051,0.0237048279505096,-0.00651842875019922,0.0215262118441549,0.922353804177989,0.00475462317764218,0.263309609931216,0.00511655128854535,0.255082516358696,0.00740010522944328
"47","train",8,"STANDING",0.00042148084476985,0.00502339945197331,0.00122046164581944,0.0121006381237556,0.000724318448216435,0.0162168101492472,0.00588661223171149,0.0251046776376278,0.0209166400575839,0.0252220308687463,-0.0100219610779554,0.014631348566263,1.01340774973958,0.00420826023358117,-0.0710702226331062,0.00708091245461877,-0.101047379588397,0.00827038959725815
"48","train",8,"LAYING",-0.00336354284419097,0.0196912811094787,-0.00214526768567824,0.0127197241211954,0.00200261437051244,0.0149790632798797,0.0340638952483782,0.0318203104288771,-0.00668121104158738,0.0384095849682457,0.0229507386982675,0.0177627876474451,0.045268529077309,0.0111789665915341,0.60508905666956,0.00724075226531935,0.703874286284722,0.00926748181290284
"49","test",9,"WALKING",0.000191052807671274,0.248877641467212,-0.000498834800628005,0.138223614609263,-0.000830103153215144,0.172393199111234,-0.0548277159004477,0.458173414805644,0.00531838462992788,0.409288536232404,0.0111961964570613,0.357601904359181,1.00907346835937,0.248642675180078,-0.0138377601220132,0.137747726715605,-0.120209197610159,0.17177992794495
"50","test",9,"WALKING_UPSTAIRS",-0.00311991539501594,0.208758133846267,-0.0012441211607111,0.120927163854881,-0.0055865080603699,0.137209502100511,-0.140564908848342,0.571042648713961,0.0149356898656633,0.461287271973212,0.0262729609744898,0.419907808821925,0.970954030086097,0.20825934192119,-0.0209356355106505,0.115612430505648,-0.272525371071014,0.134638354686262
"51","test",9,"WALKING_DOWNSTAIRS",0.00378110410452046,0.395908160888086,-0.00171058052881324,0.137038002350629,0.00570820403456101,0.181603621590827,-0.0659685908307481,0.527118695056287,0.00139038171233259,0.50693829184062,0.0134864333058743,0.350529877665528,1.00315201588542,0.39527640843991,-0.0188410095923735,0.135234702737787,-0.0806710528291853,0.178666931092061
"52","test",9,"SITTING",-0.00602765974368063,0.0152620579489038,-0.00518146462093375,0.0229208178471367,0.0108778374877441,0.032963321898316,-0.0151133804289714,0.0373536652847706,0.0148596908945359,0.0637708086039624,-0.00245233219708,0.035936204795688,0.977718629640625,0.0132467042336943,-0.0284994424448344,0.0184394411175211,0.0891435352947469,0.0251689912526491
"53","test",9,"STANDING",0.000975646581522674,0.00926805516826766,-0.00152493773739809,0.0121840066569322,0.00430529134118212,0.0173927087270421,-0.00155553747638264,0.0692545673635828,0.00610836861149861,0.0430584211998189,0.00571301487133819,0.0311169668595044,1.01654576128472,0.00896766271804877,0.00615995559012153,0.0109828281280263,0.007770512609375,0.0127348422602844
"54","test",9,"LAYING",-0.00378781091017634,0.0199951202921425,-0.00177739953727687,0.015927638210669,0.000250370930332188,0.0136408209810971,0.0144830705982678,0.052019656760541,-0.0381799026011172,0.0580087620564034,0.00661327766128875,0.0207145354546884,-0.07843890639135,0.0144432905248735,-0.102725756754688,0.014063262072753,0.936051265671875,0.0117156592608483
"55","train",10,"WALKING",0.000205733081942806,0.268324954280361,6.07405887662148e-05,0.168654635735938,-0.000247713736612618,0.111779608139699,0.0395670549963738,0.512264242310484,-0.00343797976463738,0.576028573312661,0.00546013859215802,0.402206552215465,1.01702665511498,0.268059028083281,-0.0656056597570165,0.16830101207068,0.0482065693653921,0.110061180673114
"56","train",10,"WALKING_UPSTAIRS",-0.00215434956525931,0.273762944182928,0.00144380708187832,0.171632283013043,-0.00326137924653258,0.169687438480582,0.104186436201142,0.603553711679471,-0.00953582886803856,0.7997175210543,0.000723025549767287,0.33111219043659,0.992579551496011,0.272907583554297,-0.0369962858370645,0.170261211288634,0.0135738852197909,0.163311731524778
"57","train",10,"WALKING_DOWNSTAIRS",0.00264315638248355,0.422471130804171,-0.00150373690867599,0.173329455171487,-0.000839381163301809,0.149725545730803,-0.100210707471916,0.607117635409595,-0.0146298151562911,0.528565016558029,-0.00614732127109375,0.469319948923098,1.00299684753289,0.421954886145156,-0.0479827336094572,0.172000485114858,0.0347843677526521,0.146621836598159
"58","train",10,"SITTING",-0.00143508606709664,0.00689774521035806,0.0010991023025068,0.015530066612707,0.00133933249643139,0.00871894738507261,-0.0160563844672239,0.0112529498050848,0.00286248873160544,0.0138167327581227,-0.0051946397119809,0.0211845771339107,0.894307647554977,0.00374952500743831,-0.0220540359273727,0.00541933881970511,0.194850585001881,0.0059757272432788
"59","train",10,"STANDING",-0.000190720315555575,0.00806406134078182,0.000837276782393466,0.0153848200438617,0.000113490389121165,0.0135110387124214,-0.000526556747244673,0.0623669334090459,-0.00602412262545099,0.0332863072895799,0.00748807940069957,0.0245141660941681,1.01020633668324,0.00781459181969164,-0.0242124755522017,0.0145167315814282,0.0286876456902763,0.0111490939317605
"60","train",10,"LAYING",0.000547105103128502,0.0115791197080111,-0.00375358704768505,0.010802728525315,-0.00292714793083621,0.0102862813896504,0.00837346312501697,0.0349300027026961,-0.00121594752027074,0.0373577434081922,0.00813820787615124,0.0155947038761888,0.0158414164399515,0.00714129295769075,-0.124820034267241,0.0093177897361666,-0.0390355728313578,0.0084826887613884
"61","train",11,"WALKING",-0.00118576233387977,0.18901339729126,0.00025731045791446,0.163590120729228,0.000730493451867055,0.0873937142972509,-0.0154888148376192,0.352959779075414,0.00172872601490466,0.384675070112769,-0.000866744037658898,0.276415126985772,1.00387868650689,0.188680280393122,-0.19346560968549,0.16315666509478,0.126943435885395,0.0851561633241553
"62","train",11,"WALKING_UPSTAIRS",-0.00284389562994792,0.24823343505993,-0.00691183572202402,0.15490837248454,0.000498953284982639,0.145952223093776,-0.0561219669798322,0.434704173015663,0.0079672933754485,0.551627588633038,-0.00997038623119647,0.14984553701949,0.964142631467014,0.246869392325528,-0.331999987080787,0.153415655644857,0.139075093452595,0.139904577287033
"63","train",11,"WALKING_DOWNSTAIRS",0.00289128510158628,0.372559742552601,-0.000352272065641984,0.184659555524448,-0.000912568411128397,0.124553450189383,-0.100446990796197,0.546739187693671,0.0216996339872962,0.388063098695569,-0.012750285821712,0.331982009961958,1.00461624573709,0.371893812067046,-0.182366045923743,0.182739452267877,0.123647892875662,0.122583368409406
"64","train",11,"SITTING",-0.000203106322528833,0.0069903133593181,0.00116368043320637,0.0149825651631052,-0.00149729427878184,0.00867278474759154,-0.0127099402137948,0.0119011300450022,-0.000536847548821639,0.0155520454298242,-0.00449620766233284,0.0248868295296533,0.952170755070755,0.00618708768288171,0.232666167256176,0.00793583642233927,0.178252988153007,0.00651627194877018
"65","train",11,"STANDING",2.88098197871011e-05,0.00303696667325771,-3.19608303038564e-05,0.00778076602020412,-0.000125196138218551,0.00546588036404018,-0.00169066016978009,0.0188538859646865,-0.000996493683403989,0.00640658308232701,-0.00233420806735539,0.0115104803402914,1.0121626011137,0.00273386797725828,-0.154840838241356,0.00617983206935451,0.119351373834774,0.00501783889879322
"66","train",11,"LAYING",0.00062178799280784,0.00629356410596913,-0.000273612566814693,0.00647764383769717,-0.000158212653562802,0.008164035002555,0.00876697735026623,0.0183531444887145,0.0147996999648892,0.0152370349597094,0.0290720738328285,0.0215281255136807,0.240977608349781,0.00458151411025254,0.959611063596491,0.00595489533934056,0.104991969315652,0.00727942749386153
"67","test",12,"WALKING",-9.21391085156255e-05,0.284279956146553,0.000827275840871875,0.151700148394132,0.00170010802277187,0.109020905750251,-0.0792475920826562,0.396712815663953,0.0180192490122781,0.423675885477292,0.00603742439878125,0.316760962158607,1.0194030086875,0.283972568940934,-0.136903903354091,0.150910645933051,-0.0392852483374313,0.107894492098864
"68","test",12,"WALKING_UPSTAIRS",-0.000949088958578726,0.232236385020005,-0.00483565996215445,0.15473311729457,0.000319738868057392,0.104383321594731,-0.0675002597771935,0.412979681657387,0.0149931818603155,0.367320902978032,0.00153555737222055,0.317504780522505,0.998389077854567,0.231664380033026,-0.245597535933083,0.152693556020793,-0.0742414764333113,0.102036703297218
"69","test",12,"WALKING_DOWNSTAIRS",0.000813056907707201,0.340172890267038,-0.000496247653203125,0.191348514499171,-0.000412361126878397,0.106562862617206,-0.0875168323327412,0.556940674666175,0.0142697908064283,0.403684534361593,0.00142102502017663,0.322730234661362,1.0082774439538,0.339534303348401,-0.160917511084484,0.190237548732878,-0.0610726244907439,0.105144927489997
"70","test",12,"SITTING",-0.000529326617102328,0.00705595933241082,0.000707491991895772,0.0138471401652943,0.000660816593788603,0.0138077724876716,-0.015203150503652,0.0239654076940471,-0.000387670351019608,0.0321257883797849,-0.00596902640454044,0.0255946978691149,0.990221519653799,0.00618460352896473,0.101709307871124,0.0102293097083398,0.0821704590081703,0.01119246914836
"71","test",12,"STANDING",-3.50191958077613e-05,0.00747477159682746,0.000124781675845799,0.0148172905549157,0.000918557874254355,0.0172265745409877,-0.0024011464640284,0.102682154148964,0.00195543134382915,0.046794356866058,-0.00534470724824667,0.0261554564887254,1.01270223829406,0.00665468351066033,-0.200409026130891,0.0134831392337527,-0.0434611176847259,0.0127052520155458
"72","test",12,"LAYING",-0.00359865031015964,0.0157870576381973,-0.000200488412744609,0.0103362595350786,4.87296726250001e-05,0.0122173499580985,0.0134283674780807,0.0310444519551938,-0.00416021491336589,0.0372445064439521,0.0260504368187497,0.026051272526611,0.0643671613819869,0.0109145149476162,0.820221124570312,0.00802058489304554,0.264815987544401,0.00991004376325538
"73","train",13,"WALKING",-0.000348818591836623,0.213541565133649,-0.000748957699904057,0.196871462815591,-0.00103192277945998,0.14324727683218,0.010575570404477,0.545378354391491,-0.00248676045489857,0.545865071793842,-0.0035018749915159,0.310280650050743,0.979529870202851,0.213252187566039,-0.265994305605948,0.195901961401198,-0.135587818823191,0.142301556792794
"74","train",13,"WALKING_UPSTAIRS",-0.00399215926080114,0.230234985918255,-0.0055603983673125,0.190559651202104,-0.00576762120330881,0.143934501127196,-0.114086646859688,0.400230681626466,0.0352883336794815,0.458477636535092,0.013431180009233,0.383261606411437,0.931175603139205,0.229261339690306,-0.344458693495199,0.18862550429818,-0.215214449772642,0.141323473842127
"75","train",13,"WALKING_DOWNSTAIRS",0.00357174703055186,0.304455360671589,0.00145068212119215,0.166986374784619,0.00208566982615692,0.154421567986563,-0.0979753666131981,0.508782218313737,0.0228540842802759,0.614981723374354,0.0110432632994348,0.33005380702773,1.00538808508976,0.303891463184147,-0.191782099509907,0.164981373792261,-0.0968782195690558,0.151994400146611
"76","train",13,"SITTING",-0.000669198850622449,0.00476792371461684,0.00590644776180357,0.0120842605406804,0.00365393806041614,0.0139258147294193,-0.0080833038323514,0.0139383924283465,-0.0071919979713251,0.0173994206764019,-0.00176575355299107,0.0179650492555225,0.989620217203444,0.00289959743994535,0.125603516244101,0.00539393295318027,0.072597792506537,0.00616084931248539
"77","train",13,"STANDING",3.76441025629112e-05,0.00427947736170542,0.000183031390622533,0.0103229443577421,-0.00126074401695869,0.00883193145988028,-0.0019330933757426,0.0402149202533872,-0.000442971225277686,0.0235813623895836,-0.000381312210084978,0.0150323413541888,1.0024336723273,0.00369194168453419,-0.221401995015077,0.00822676201801118,-0.0583641329989035,0.00747130547200817
